Bucket,Dates,Values,Signal,Count,Local Extrema,Sell\Buy,Sell Local Min Count,Sell Local Max Count,Buy Local Min Count,Buy Local Max Count
594,"[Timestamp('2024-02-01 04:00:00'), Timestamp('2024-02-01 05:00:00'), Timestamp('2024-02-01 06:00:00'), Timestamp('2024-02-01 07:00:00'), Timestamp('2024-02-01 08:00:00'), Timestamp('2024-02-01 09:00:00'), Timestamp('2024-02-01 10:00:00'), Timestamp('2024-02-01 11:00:00'), Timestamp('2024-02-01 12:00:00'), Timestamp('2024-02-01 13:00:00'), Timestamp('2024-02-01 14:00:00'), Timestamp('2024-02-01 15:00:00')]","[0.003271, 0.003088, 0.003085, 0.003141, 0.002099, 0.002142, 0.002154, 0.002162, 0.004731, 0.004735, 0.004741, 0.004723]","['SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'WB', 'WB', 'WB', 'WB']",12,[],Buy,0,0,0,0
595,"[Timestamp('2024-02-01 16:00:00'), Timestamp('2024-02-01 17:00:00'), Timestamp('2024-02-01 18:00:00'), Timestamp('2024-02-01 19:00:00'), Timestamp('2024-02-01 20:00:00'), Timestamp('2024-02-01 21:00:00'), Timestamp('2024-02-01 22:00:00'), Timestamp('2024-02-01 23:00:00'), Timestamp('2024-02-02 00:00:00'), Timestamp('2024-02-02 01:00:00'), Timestamp('2024-02-02 02:00:00'), Timestamp('2024-02-02 03:00:00'), Timestamp('2024-02-02 04:00:00'), Timestamp('2024-02-02 05:00:00'), Timestamp('2024-02-02 06:00:00'), Timestamp('2024-02-02 07:00:00'), Timestamp('2024-02-02 08:00:00'), Timestamp('2024-02-02 09:00:00'), Timestamp('2024-02-02 10:00:00'), Timestamp('2024-02-02 11:00:00'), Timestamp('2024-02-02 12:00:00'), Timestamp('2024-02-02 13:00:00'), Timestamp('2024-02-02 14:00:00'), Timestamp('2024-02-02 15:00:00'), Timestamp('2024-02-02 16:00:00'), Timestamp('2024-02-02 17:00:00')]","[0.006642, 0.007851, 0.007972, 0.008006, 0.009439, 0.00949, 0.00959, 0.009596, 0.006753, 0.007331, 0.007312, 0.007374, 0.007494, 0.007515, 0.007478, 0.007598, 0.010143, 0.010282, 0.010434, 0.010538, 0.010532, 0.010589, 0.01059, 0.010575, 0.009573, 0.009074]","['WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS']",26,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Sell,2,3,0,0
596,"[Timestamp('2024-02-02 18:00:00'), Timestamp('2024-02-02 19:00:00'), Timestamp('2024-02-02 20:00:00'), Timestamp('2024-02-02 21:00:00'), Timestamp('2024-02-02 22:00:00'), Timestamp('2024-02-02 23:00:00'), Timestamp('2024-02-03 00:00:00'), Timestamp('2024-02-03 01:00:00'), Timestamp('2024-02-03 02:00:00'), Timestamp('2024-02-03 03:00:00'), Timestamp('2024-02-03 04:00:00'), Timestamp('2024-02-03 05:00:00'), Timestamp('2024-02-03 06:00:00'), Timestamp('2024-02-03 07:00:00'), Timestamp('2024-02-03 08:00:00'), Timestamp('2024-02-03 09:00:00'), Timestamp('2024-02-03 10:00:00'), Timestamp('2024-02-03 11:00:00')]","[0.008678, 0.00858, 0.008362, 0.008302, 0.008264, 0.008356, 0.005459, 0.007022, 0.007686, 0.007823, 0.006916, 0.006879, 0.006859, 0.006847, 0.00659, 0.006943, 0.007194, 0.007324]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'SB', 'MB', 'MB', 'WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB']",18,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
597,"[Timestamp('2024-02-03 12:00:00'), Timestamp('2024-02-03 13:00:00'), Timestamp('2024-02-03 14:00:00'), Timestamp('2024-02-03 15:00:00'), Timestamp('2024-02-03 16:00:00'), Timestamp('2024-02-03 17:00:00'), Timestamp('2024-02-03 18:00:00'), Timestamp('2024-02-03 19:00:00'), Timestamp('2024-02-03 20:00:00'), Timestamp('2024-02-03 21:00:00'), Timestamp('2024-02-03 22:00:00'), Timestamp('2024-02-03 23:00:00'), Timestamp('2024-02-04 00:00:00'), Timestamp('2024-02-04 01:00:00'), Timestamp('2024-02-04 02:00:00'), Timestamp('2024-02-04 03:00:00')]","[0.008203, 0.008295, 0.008421, 0.008527, 0.008623, 0.008581, 0.00862, 0.008707, 0.008792, 0.008763, 0.008511, 0.008131, 0.008811, 0.008676, 0.00856, 0.008442]","['WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'MS', 'MS', 'MS', 'WS']",16,['local_max'],Sell,0,1,0,0
598,"[Timestamp('2024-02-04 04:00:00'), Timestamp('2024-02-04 05:00:00'), Timestamp('2024-02-04 06:00:00'), Timestamp('2024-02-04 07:00:00'), Timestamp('2024-02-04 08:00:00'), Timestamp('2024-02-04 09:00:00'), Timestamp('2024-02-04 10:00:00'), Timestamp('2024-02-04 11:00:00'), Timestamp('2024-02-04 12:00:00'), Timestamp('2024-02-04 13:00:00'), Timestamp('2024-02-04 14:00:00'), Timestamp('2024-02-04 15:00:00'), Timestamp('2024-02-04 16:00:00'), Timestamp('2024-02-04 17:00:00'), Timestamp('2024-02-04 18:00:00'), Timestamp('2024-02-04 19:00:00')]","[0.006549, 0.00657, 0.006646, 0.006474, 0.001633, 0.001182, 0.001692, 0.002628, 0.002104, 0.002923, 0.003245, 0.003253, 0.005482, 0.005775, 0.005381, 0.004851]","['SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",16,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
599,"[Timestamp('2024-02-04 20:00:00'), Timestamp('2024-02-04 21:00:00'), Timestamp('2024-02-04 22:00:00'), Timestamp('2024-02-04 23:00:00')]","[0.007219, 0.006678, 0.00638, 0.006104]","['WS', 'WS', 'WS', 'WS']",4,['local_max'],Sell,0,1,0,0
600,"[Timestamp('2024-02-05 00:00:00'), Timestamp('2024-02-05 01:00:00'), Timestamp('2024-02-05 02:00:00'), Timestamp('2024-02-05 03:00:00'), Timestamp('2024-02-05 04:00:00'), Timestamp('2024-02-05 05:00:00'), Timestamp('2024-02-05 06:00:00'), Timestamp('2024-02-05 07:00:00')]","[0.002226, 0.002281, 0.003457, 0.00384, 0.002301, 0.002509, 0.002799, 0.003101]","['MB', 'MB', 'WB', 'WB', 'MB', 'MB', 'WB', 'WB']",8,['local_min'],Buy,0,0,1,0
601,"[Timestamp('2024-02-05 08:00:00'), Timestamp('2024-02-05 09:00:00'), Timestamp('2024-02-05 10:00:00'), Timestamp('2024-02-05 11:00:00'), Timestamp('2024-02-05 12:00:00'), Timestamp('2024-02-05 13:00:00'), Timestamp('2024-02-05 14:00:00'), Timestamp('2024-02-05 15:00:00'), Timestamp('2024-02-05 16:00:00'), Timestamp('2024-02-05 17:00:00'), Timestamp('2024-02-05 18:00:00'), Timestamp('2024-02-05 19:00:00'), Timestamp('2024-02-05 20:00:00'), Timestamp('2024-02-05 21:00:00'), Timestamp('2024-02-05 22:00:00'), Timestamp('2024-02-05 23:00:00')]","[0.010182, 0.010642, 0.011152, 0.011755, 0.014665, 0.015363, 0.016034, 0.01652, 0.016388, 0.01606, 0.015556, 0.014891, 0.014152, 0.013405, 0.012653, 0.012144]","['SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS']",16,"['local_max', 'local_min']",Sell,1,1,0,0
602,"[Timestamp('2024-02-06 00:00:00'), Timestamp('2024-02-06 01:00:00'), Timestamp('2024-02-06 02:00:00'), Timestamp('2024-02-06 03:00:00'), Timestamp('2024-02-06 04:00:00'), Timestamp('2024-02-06 05:00:00'), Timestamp('2024-02-06 06:00:00'), Timestamp('2024-02-06 07:00:00')]","[0.006231, 0.006093, 0.006038, 0.006149, 0.006103, 0.006028, 0.006257, 0.006541]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB']",8,[],Buy,0,0,0,0
603,"[Timestamp('2024-02-06 08:00:00'), Timestamp('2024-02-06 09:00:00'), Timestamp('2024-02-06 10:00:00'), Timestamp('2024-02-06 11:00:00'), Timestamp('2024-02-06 12:00:00'), Timestamp('2024-02-06 13:00:00'), Timestamp('2024-02-06 14:00:00'), Timestamp('2024-02-06 15:00:00')]","[0.013553, 0.014012, 0.014157, 0.01432, 0.014432, 0.014393, 0.014418, 0.014418]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS']",8,"['local_max', 'local_min']",Sell,1,1,0,0
604,"[Timestamp('2024-02-06 16:00:00'), Timestamp('2024-02-06 17:00:00'), Timestamp('2024-02-06 18:00:00'), Timestamp('2024-02-06 19:00:00'), Timestamp('2024-02-06 20:00:00'), Timestamp('2024-02-06 21:00:00'), Timestamp('2024-02-06 22:00:00'), Timestamp('2024-02-06 23:00:00'), Timestamp('2024-02-07 00:00:00'), Timestamp('2024-02-07 01:00:00'), Timestamp('2024-02-07 02:00:00'), Timestamp('2024-02-07 03:00:00'), Timestamp('2024-02-07 04:00:00'), Timestamp('2024-02-07 05:00:00'), Timestamp('2024-02-07 06:00:00'), Timestamp('2024-02-07 07:00:00'), Timestamp('2024-02-07 08:00:00'), Timestamp('2024-02-07 09:00:00'), Timestamp('2024-02-07 10:00:00'), Timestamp('2024-02-07 11:00:00'), Timestamp('2024-02-07 12:00:00'), Timestamp('2024-02-07 13:00:00'), Timestamp('2024-02-07 14:00:00'), Timestamp('2024-02-07 15:00:00'), Timestamp('2024-02-07 16:00:00'), Timestamp('2024-02-07 17:00:00')]","[0.011297, 0.011157, 0.010946, 0.010627, 0.01058, 0.010411, 0.01015, 0.009861, 0.006821, 0.007807, 0.008113, 0.008145, 0.008379, 0.008377, 0.00811, 0.007635, 0.005384, 0.007508, 0.009064, 0.009163, 0.008917, 0.008614, 0.008448, 0.008499, 0.007582, 0.00853]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'SB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'MB', 'WB']",26,"['local_max', 'local_min', 'local_max', 'local_min']",Buy,0,0,2,2
605,"[Timestamp('2024-02-07 18:00:00'), Timestamp('2024-02-07 19:00:00'), Timestamp('2024-02-07 20:00:00'), Timestamp('2024-02-07 21:00:00'), Timestamp('2024-02-07 22:00:00'), Timestamp('2024-02-07 23:00:00'), Timestamp('2024-02-08 00:00:00'), Timestamp('2024-02-08 01:00:00'), Timestamp('2024-02-08 02:00:00'), Timestamp('2024-02-08 03:00:00'), Timestamp('2024-02-08 04:00:00'), Timestamp('2024-02-08 05:00:00'), Timestamp('2024-02-08 06:00:00'), Timestamp('2024-02-08 07:00:00'), Timestamp('2024-02-08 08:00:00'), Timestamp('2024-02-08 09:00:00'), Timestamp('2024-02-08 10:00:00'), Timestamp('2024-02-08 11:00:00'), Timestamp('2024-02-08 12:00:00'), Timestamp('2024-02-08 13:00:00'), Timestamp('2024-02-08 14:00:00'), Timestamp('2024-02-08 15:00:00')]","[0.008948, 0.00917, 0.009237, 0.009249, 0.009278, 0.009338, 0.012088, 0.014085, 0.014003, 0.013632, 0.013982, 0.014327, 0.014369, 0.014689, 0.011192, 0.01138, 0.01164, 0.011666, 0.011371, 0.011212, 0.011506, 0.011563]","['WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",22,['local_max'],Sell,0,1,0,0
606,[Timestamp('2024-02-08 16:00:00')],[0.007103],['SB'],1,[],Buy,0,0,0,0
607,"[Timestamp('2024-02-08 17:00:00'), Timestamp('2024-02-08 18:00:00'), Timestamp('2024-02-08 19:00:00'), Timestamp('2024-02-08 20:00:00'), Timestamp('2024-02-08 21:00:00'), Timestamp('2024-02-08 22:00:00'), Timestamp('2024-02-08 23:00:00')]","[0.012441, 0.014003, 0.014961, 0.015309, 0.015369, 0.015138, 0.014847]","['WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",7,['local_min'],Sell,1,0,0,0
608,"[Timestamp('2024-02-09 00:00:00'), Timestamp('2024-02-09 01:00:00'), Timestamp('2024-02-09 02:00:00'), Timestamp('2024-02-09 03:00:00'), Timestamp('2024-02-09 04:00:00'), Timestamp('2024-02-09 05:00:00'), Timestamp('2024-02-09 06:00:00'), Timestamp('2024-02-09 07:00:00')]","[0.005296, 0.001703, 0.002122, 0.003925, 0.005542, 0.007048, 0.007958, 0.008873]","['SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'WB', 'WB']",8,"['local_max', 'local_min']",Buy,0,0,1,1
609,"[Timestamp('2024-02-09 08:00:00'), Timestamp('2024-02-09 09:00:00'), Timestamp('2024-02-09 10:00:00'), Timestamp('2024-02-09 11:00:00'), Timestamp('2024-02-09 12:00:00'), Timestamp('2024-02-09 13:00:00'), Timestamp('2024-02-09 14:00:00'), Timestamp('2024-02-09 15:00:00')]","[0.015372, 0.015966, 0.016493, 0.016293, 0.015802, 0.015287, 0.014787, 0.014345]","['MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS']",8,"['local_max', 'local_min']",Sell,1,1,0,0
610,"[Timestamp('2024-02-09 16:00:00'), Timestamp('2024-02-09 17:00:00'), Timestamp('2024-02-09 18:00:00'), Timestamp('2024-02-09 19:00:00'), Timestamp('2024-02-09 20:00:00'), Timestamp('2024-02-09 21:00:00'), Timestamp('2024-02-09 22:00:00'), Timestamp('2024-02-09 23:00:00'), Timestamp('2024-02-10 00:00:00'), Timestamp('2024-02-10 01:00:00'), Timestamp('2024-02-10 02:00:00'), Timestamp('2024-02-10 03:00:00'), Timestamp('2024-02-10 04:00:00'), Timestamp('2024-02-10 05:00:00'), Timestamp('2024-02-10 06:00:00'), Timestamp('2024-02-10 07:00:00')]","[0.007239, 0.004879, 0.00367, 0.003535, 0.002846, 0.002007, 0.001721, 0.002189, 0.004347, 0.004263, 0.004699, 0.004804, 0.005061, 0.005388, 0.005518, 0.005408]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",16,"['local_max', 'local_min', 'local_max']",Buy,0,0,1,2
611,[Timestamp('2024-02-10 08:00:00')],[0.008104],['WS'],1,[],Sell,0,0,0,0
612,"[Timestamp('2024-02-10 09:00:00'), Timestamp('2024-02-10 10:00:00'), Timestamp('2024-02-10 11:00:00')]","[0.006584, 0.006318, 0.006364]","['WB', 'WB', 'WB']",3,['local_min'],Buy,0,0,1,0
613,"[Timestamp('2024-02-10 12:00:00'), Timestamp('2024-02-10 13:00:00'), Timestamp('2024-02-10 14:00:00'), Timestamp('2024-02-10 15:00:00'), Timestamp('2024-02-10 16:00:00'), Timestamp('2024-02-10 17:00:00'), Timestamp('2024-02-10 18:00:00'), Timestamp('2024-02-10 19:00:00'), Timestamp('2024-02-10 20:00:00'), Timestamp('2024-02-10 21:00:00'), Timestamp('2024-02-10 22:00:00'), Timestamp('2024-02-10 23:00:00'), Timestamp('2024-02-11 00:00:00'), Timestamp('2024-02-11 01:00:00'), Timestamp('2024-02-11 02:00:00'), Timestamp('2024-02-11 03:00:00'), Timestamp('2024-02-11 04:00:00'), Timestamp('2024-02-11 05:00:00'), Timestamp('2024-02-11 06:00:00'), Timestamp('2024-02-11 07:00:00'), Timestamp('2024-02-11 08:00:00'), Timestamp('2024-02-11 09:00:00'), Timestamp('2024-02-11 10:00:00'), Timestamp('2024-02-11 11:00:00'), Timestamp('2024-02-11 12:00:00'), Timestamp('2024-02-11 13:00:00'), Timestamp('2024-02-11 14:00:00'), Timestamp('2024-02-11 15:00:00')]","[0.006368, 0.006252, 0.006279, 0.006372, 0.005639, 0.005732, 0.006539, 0.007098, 0.007513, 0.007887, 0.008461, 0.008977, 0.013785, 0.014562, 0.014706, 0.014907, 0.015691, 0.016403, 0.016512, 0.016736, 0.015336, 0.015878, 0.016311, 0.016737, 0.017054, 0.017173, 0.017115, 0.016975]","['WS', 'WS', 'WS', 'MS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",28,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Sell,2,3,0,0
614,"[Timestamp('2024-02-11 16:00:00'), Timestamp('2024-02-11 17:00:00'), Timestamp('2024-02-11 18:00:00'), Timestamp('2024-02-11 19:00:00'), Timestamp('2024-02-11 20:00:00'), Timestamp('2024-02-11 21:00:00'), Timestamp('2024-02-11 22:00:00'), Timestamp('2024-02-11 23:00:00'), Timestamp('2024-02-12 00:00:00'), Timestamp('2024-02-12 01:00:00'), Timestamp('2024-02-12 02:00:00'), Timestamp('2024-02-12 03:00:00'), Timestamp('2024-02-12 04:00:00'), Timestamp('2024-02-12 05:00:00'), Timestamp('2024-02-12 06:00:00'), Timestamp('2024-02-12 07:00:00')]","[0.012559, 0.011346, 0.010794, 0.009974, 0.009257, 0.00897, 0.00926, 0.009745, 0.011904, 0.01226, 0.012524, 0.012742, 0.012693, 0.012939, 0.012964, 0.012933]","['WB', 'WB', 'MB', 'MB', 'MB', 'SB', 'SB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",16,"['local_min', 'local_max']",Buy,0,0,1,1
615,"[Timestamp('2024-02-12 08:00:00'), Timestamp('2024-02-12 09:00:00'), Timestamp('2024-02-12 10:00:00'), Timestamp('2024-02-12 11:00:00'), Timestamp('2024-02-12 12:00:00'), Timestamp('2024-02-12 13:00:00'), Timestamp('2024-02-12 14:00:00'), Timestamp('2024-02-12 15:00:00')]","[0.014516, 0.014099, 0.013826, 0.013451, 0.013303, 0.01306, 0.013129, 0.013169]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",8,"['local_min', 'local_max']",Sell,1,1,0,0
616,"[Timestamp('2024-02-12 16:00:00'), Timestamp('2024-02-12 17:00:00')]","[0.011084, 0.011488]","['WB', 'WB']",2,"['local_min', 'local_max']",Buy,0,0,1,1
617,"[Timestamp('2024-02-12 18:00:00'), Timestamp('2024-02-12 19:00:00'), Timestamp('2024-02-12 20:00:00'), Timestamp('2024-02-12 21:00:00'), Timestamp('2024-02-12 22:00:00'), Timestamp('2024-02-12 23:00:00'), Timestamp('2024-02-13 00:00:00'), Timestamp('2024-02-13 01:00:00'), Timestamp('2024-02-13 02:00:00'), Timestamp('2024-02-13 03:00:00'), Timestamp('2024-02-13 04:00:00'), Timestamp('2024-02-13 05:00:00'), Timestamp('2024-02-13 06:00:00'), Timestamp('2024-02-13 07:00:00')]","[0.012532, 0.013237, 0.013713, 0.013768, 0.013942, 0.014243, 0.019035, 0.018785, 0.018175, 0.017759, 0.01752, 0.01757, 0.017233, 0.016731]","['WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS']",14,"['local_min', 'local_max', 'local_min', 'local_max', 'local_min']",Sell,3,2,0,0
618,"[Timestamp('2024-02-13 08:00:00'), Timestamp('2024-02-13 09:00:00'), Timestamp('2024-02-13 10:00:00'), Timestamp('2024-02-13 11:00:00'), Timestamp('2024-02-13 12:00:00'), Timestamp('2024-02-13 13:00:00'), Timestamp('2024-02-13 14:00:00'), Timestamp('2024-02-13 15:00:00'), Timestamp('2024-02-13 16:00:00'), Timestamp('2024-02-13 17:00:00'), Timestamp('2024-02-13 18:00:00'), Timestamp('2024-02-13 19:00:00'), Timestamp('2024-02-13 20:00:00'), Timestamp('2024-02-13 21:00:00'), Timestamp('2024-02-13 22:00:00'), Timestamp('2024-02-13 23:00:00'), Timestamp('2024-02-14 00:00:00'), Timestamp('2024-02-14 01:00:00'), Timestamp('2024-02-14 02:00:00'), Timestamp('2024-02-14 03:00:00'), Timestamp('2024-02-14 04:00:00'), Timestamp('2024-02-14 05:00:00'), Timestamp('2024-02-14 06:00:00'), Timestamp('2024-02-14 07:00:00'), Timestamp('2024-02-14 08:00:00')]","[0.012187, 0.012252, 0.012296, 0.011901, 0.011493, 0.011285, 0.011341, 0.011375, 0.011193, 0.010699, 0.010371, 0.010342, 0.010271, 0.010017, 0.009627, 0.009417, 0.004001, 0.004326, 0.004466, 0.004632, 0.004981, 0.005546, 0.006109, 0.006678, 0.007935]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'WB']",25,"['local_max', 'local_min', 'local_max', 'local_min']",Buy,0,0,2,2
619,"[Timestamp('2024-02-14 09:00:00'), Timestamp('2024-02-14 10:00:00'), Timestamp('2024-02-14 11:00:00'), Timestamp('2024-02-14 12:00:00'), Timestamp('2024-02-14 13:00:00'), Timestamp('2024-02-14 14:00:00'), Timestamp('2024-02-14 15:00:00'), Timestamp('2024-02-14 16:00:00'), Timestamp('2024-02-14 17:00:00'), Timestamp('2024-02-14 18:00:00'), Timestamp('2024-02-14 19:00:00'), Timestamp('2024-02-14 20:00:00'), Timestamp('2024-02-14 21:00:00'), Timestamp('2024-02-14 22:00:00'), Timestamp('2024-02-14 23:00:00')]","[0.012413, 0.013693, 0.014309, 0.015481, 0.015909, 0.016599, 0.016277, 0.020294, 0.019863, 0.019308, 0.018836, 0.019299, 0.0184, 0.017698, 0.017445]","['MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS']",15,"['local_max', 'local_min']",Sell,1,1,0,0
620,"[Timestamp('2024-02-15 00:00:00'), Timestamp('2024-02-15 01:00:00'), Timestamp('2024-02-15 02:00:00'), Timestamp('2024-02-15 03:00:00'), Timestamp('2024-02-15 04:00:00'), Timestamp('2024-02-15 05:00:00'), Timestamp('2024-02-15 06:00:00'), Timestamp('2024-02-15 07:00:00')]","[0.00863, 0.01031, 0.011725, 0.01246, 0.010864, 0.010743, 0.010368, 0.010075]","['MB', 'WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB']",8,"['local_max', 'local_min', 'local_max', 'local_min']",Buy,0,0,2,2
621,"[Timestamp('2024-02-15 08:00:00'), Timestamp('2024-02-15 09:00:00'), Timestamp('2024-02-15 10:00:00'), Timestamp('2024-02-15 11:00:00'), Timestamp('2024-02-15 12:00:00'), Timestamp('2024-02-15 13:00:00'), Timestamp('2024-02-15 14:00:00'), Timestamp('2024-02-15 15:00:00')]","[0.016024, 0.015993, 0.01605, 0.015852, 0.016611, 0.016378, 0.016197, 0.015968]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",8,"['local_max', 'local_min']",Sell,1,1,0,0
622,"[Timestamp('2024-02-15 16:00:00'), Timestamp('2024-02-15 17:00:00'), Timestamp('2024-02-15 18:00:00'), Timestamp('2024-02-15 19:00:00'), Timestamp('2024-02-15 20:00:00'), Timestamp('2024-02-15 21:00:00'), Timestamp('2024-02-15 22:00:00'), Timestamp('2024-02-15 23:00:00')]","[0.009404, 0.011451, 0.012243, 0.01171, 0.013063, 0.012417, 0.012003, 0.011833]","['MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",8,"['local_max', 'local_min']",Buy,0,0,1,1
623,"[Timestamp('2024-02-16 00:00:00'), Timestamp('2024-02-16 01:00:00'), Timestamp('2024-02-16 02:00:00'), Timestamp('2024-02-16 03:00:00'), Timestamp('2024-02-16 04:00:00'), Timestamp('2024-02-16 05:00:00'), Timestamp('2024-02-16 06:00:00'), Timestamp('2024-02-16 07:00:00'), Timestamp('2024-02-16 08:00:00'), Timestamp('2024-02-16 09:00:00'), Timestamp('2024-02-16 10:00:00'), Timestamp('2024-02-16 11:00:00'), Timestamp('2024-02-16 12:00:00'), Timestamp('2024-02-16 13:00:00'), Timestamp('2024-02-16 14:00:00'), Timestamp('2024-02-16 15:00:00'), Timestamp('2024-02-16 16:00:00'), Timestamp('2024-02-16 17:00:00'), Timestamp('2024-02-16 18:00:00')]","[0.017049, 0.016806, 0.016639, 0.017355, 0.018392, 0.019461, 0.020481, 0.021645, 0.023126, 0.02592, 0.026835, 0.026245, 0.025248, 0.023649, 0.022232, 0.021035, 0.020674, 0.020387, 0.019469]","['SS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS']",19,"['local_max', 'local_min', 'local_max']",Sell,1,2,0,0
624,"[Timestamp('2024-02-16 19:00:00'), Timestamp('2024-02-16 20:00:00'), Timestamp('2024-02-16 21:00:00'), Timestamp('2024-02-16 22:00:00'), Timestamp('2024-02-16 23:00:00'), Timestamp('2024-02-17 00:00:00'), Timestamp('2024-02-17 01:00:00'), Timestamp('2024-02-17 02:00:00'), Timestamp('2024-02-17 03:00:00'), Timestamp('2024-02-17 04:00:00'), Timestamp('2024-02-17 05:00:00'), Timestamp('2024-02-17 06:00:00'), Timestamp('2024-02-17 07:00:00'), Timestamp('2024-02-17 08:00:00'), Timestamp('2024-02-17 09:00:00'), Timestamp('2024-02-17 10:00:00'), Timestamp('2024-02-17 11:00:00'), Timestamp('2024-02-17 12:00:00'), Timestamp('2024-02-17 13:00:00'), Timestamp('2024-02-17 14:00:00')]","[0.01909, 0.017258, 0.016671, 0.016061, 0.01555, 0.009096, 0.00958, 0.010179, 0.010712, 0.009377, 0.009905, 0.010091, 0.010253, 0.015191, 0.015029, 0.014787, 0.014564, 0.014167, 0.013813, 0.013808]","['WB', 'WB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",20,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
625,[Timestamp('2024-02-17 15:00:00')],[0.014351],['WS'],1,[],Sell,0,0,0,0
626,"[Timestamp('2024-02-17 16:00:00'), Timestamp('2024-02-17 17:00:00'), Timestamp('2024-02-17 18:00:00'), Timestamp('2024-02-17 19:00:00'), Timestamp('2024-02-17 20:00:00'), Timestamp('2024-02-17 21:00:00'), Timestamp('2024-02-17 22:00:00'), Timestamp('2024-02-17 23:00:00')]","[0.007519, 0.007533, 0.007212, 0.00688, 0.006929, 0.007315, 0.008221, 0.008626]","['SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'WB']",8,['local_max'],Buy,0,0,0,1
